Symbol,Company Name,Sector,Exchange,Volume of listed
PVX,Tổng Công ty cổ phần Xây lắp Dầu khí Việt Nam,Tư liệu sản xuất,UPCoM,400000000
PVY,CTCP Chế tạo Giàn khoan Dầu khí,Tư liệu sản xuất,UPCoM,59489787
PWA,CTCP Bất động sản Dầu khí,Phát triển và quản lý bất động sản,UPCoM,10000000
PWS,CTCP Cấp thoát nước Phú Yên,Dịch vụ tiện ích,UPCoM,38363579
PX1,CTCP Xi măng Sông Lam 2,Nguyên vật liệu,UPCoM,20000000
PXA,CTCP Đầu tư và Thương mại Dầu khí Nghệ An,Phát triển và quản lý bất động sản,UPCoM,15000000
PXC,CTCP Phát triển Đô thị Dầu khí,Tư liệu sản xuất,UPCoM,28068900
PXI,CTCP Xây dựng Công nghiệp và Dân dụng Dầu khí,Phát triển và quản lý bất động sản,UPCoM,30000000
PXL,CTCP Đầu tư Khu Công nghiệp Dầu khí Long Sơn,Phát triển và quản lý bất động sản,UPCoM,82722212
PXM,CTCP Xây lắp Dầu khí Miền Trung,Phân phối và bán lẻ hàng lâu bền,UPCoM,15000000
PXS,CTCP Kết cấu Kim loại và Lắp máy Dầu khí,Tư liệu sản xuất,UPCoM,60000000
PXT,CTCP Xây lắp Đường ống Bể chứa Dầu khí,Tư liệu sản xuất,UPCoM,20000000
QBS,CTCP Xuất nhập khẩu Quảng Bình,Phân phối và bán lẻ hàng lâu bền,UPCoM,69329928
QCC,CTCP Đầu tư Xây dựng và Phát triển Hạ tầng Viễn thông,Tư liệu sản xuất,UPCoM,1500000
QCG,CTCP Quốc Cường Gia Lai,Phát triển và quản lý bất động sản,HOSE,275129310
QHD,CTCP Que hàn điện Việt Đức,Tư liệu sản xuất,HNX,5524716
QHW,CTCP Nước khoáng Quảng Ninh,"Thực phẩm, đồ uống và thuốc lá",UPCoM,8000000
QNC,CTCP Xi măng và Xây dựng Quảng Ninh,Nguyên vật liệu,UPCoM,60000000
QNP,CTCP Cảng Quy Nhơn,Vận tải,HOSE,0
QNS,CTCP Đường Quảng Ngãi,"Thực phẩm, đồ uống và thuốc lá",UPCoM,367648153
QNT,CTCP Tư vấn Phát triển Quảng Nam,Dịch vụ chuyên biệt và thương mại,UPCoM,3222000
QNU,CTCP Môi trường Đô thị Quảng Nam,Dịch vụ tiện ích,UPCoM,6800000
QNW,CTCP Cấp thoát nước và Xây dựng Quảng Ngãi,Dịch vụ tiện ích,UPCoM,20000000
QPH,CTCP Thủy điện Quế Phong,Dịch vụ tiện ích,UPCoM,18583100
QSP,CTCP Tân Cảng Quy Nhơn,Vận tải,UPCoM,10792275
QST,CTCP Sách và Thiết bị Trường học Quảng Ninh,Truyền thông và giải trí,HNX,3240000
QTC,CTCP Công trình Giao thông Vận tải Quảng Nam,Tư liệu sản xuất,HNX,2700000
QTP,CTCP Nhiệt điện Quảng Ninh,Dịch vụ tiện ích,UPCoM,450000000
RAL,CTCP Bóng đèn Phích nước Rạng Đông,Hàng tiêu dùng và trang trí,HOSE,12075000
RAT,CTCP Vận tải và Thương mại Đường sắt,Vận tải,UPCoM,5921841
RBC,CTCP Công nghiệp và Xuất nhập khẩu Cao su,Xe và linh kiện,UPCoM,10030308
RCC,CTCP Tổng Công ty Công trình Đường sắt,Vận tải,UPCoM,32064749
RCD,CTCP Xây dựng - Địa ốc Cao su,Tư liệu sản xuất,UPCoM,5300062
RCL,CTCP Địa ốc Chợ Lớn,Phát triển và quản lý bất động sản,HNX,13858714
RDP,CTCP Rạng Đông Holding,Nguyên vật liệu,HOSE,47640586
REE,CTCP Cơ Điện Lạnh,Dịch vụ tiện ích,HOSE,310058841
RIC,CTCP Quốc tế Hoàng Gia,Dịch vụ tiêu dùng,UPCoM,28708169
RTB,CTCP Cao su Tân Biên,Nguyên vật liệu,UPCoM,87945000
S12,CTCP Sông Đà 12,Tư liệu sản xuất,UPCoM,5000000
S27,CTCP Sông Đà 27,Hàng tiêu dùng và trang trí,UPCoM,1572833
S4A,CTCP Thủy điện Sê San 4A,Dịch vụ tiện ích,HOSE,42200000
S55,CTCP Sông Đà 505,Tư liệu sản xuất,HNX,10000000
S72,CTCP Sông Đà 7.02,Dịch vụ tiện ích,UPCoM,12000000
S74,CTCP Sông Đà 7.04,Nguyên vật liệu,UPCoM,6480000
S96,CTCP Sông Đà 9.06,Tư liệu sản xuất,UPCoM,11155532
S99,CTCP SCI,Tư liệu sản xuất,HNX,99134331
SAB,Tổng Công ty cổ phần Bia - Rượu - Nước giải khát Sài Gòn,"Thực phẩm, đồ uống và thuốc lá",HOSE,641281186
SAC,CTCP Xếp dỡ và Dịch vụ Cảng Sài Gòn,Vận tải,UPCoM,4050000
SAF,CTCP Lương thực Thực phẩm Safoco,"Thực phẩm, đồ uống và thuốc lá",HNX,12046590
SAL,CTCP Trục vớt Cứu hộ Việt Nam,Vận tải,UPCoM,8310000
SAM,CTCP SAM HOLDINGS,Hàng tiêu dùng và trang trí,HOSE,349997190
SAP,CTCP In Sách giáo khoa Thành phố Hồ Chí Minh,Dịch vụ chuyên biệt và thương mại,UPCoM,1286984
SAS,CTCP Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Phân phối và bán lẻ hàng lâu bền,UPCoM,133481310
SAV,CTCP Hợp tác Kinh tế và Xuất nhập khẩu Savimex,Hàng tiêu dùng và trang trí,HOSE,16019967
SB1,CTCP Bia Sài Gòn - Nghệ Tĩnh,"Thực phẩm, đồ uống và thuốc lá",UPCoM,10500000
SBA,CTCP Sông Ba,Dịch vụ tiện ích,HOSE,60488261
SBB,CTCP Tập đoàn Bia Sài Gòn - Bình Tây,"Thực phẩm, đồ uống và thuốc lá",UPCoM,87524536
SBD,CTCP Công nghệ Sao Bắc Đẩu,Truyền thông và giải trí,UPCoM,13514680
SBG,CTCP Tập đoàn Cơ khí Công nghệ cao Siba,Tư liệu sản xuất,HOSE,0
SBH,CTCP Thủy điện Sông Ba Hạ,Dịch vụ tiện ích,UPCoM,124225000
SBL,CTCP Bia Sài Gòn - Bạc Liêu,"Thực phẩm, đồ uống và thuốc lá",UPCoM,12012000
SBM,CTCP Đầu tư Phát triển Bắc Minh,Dịch vụ tiện ích,UPCoM,45044953
SBR,CTCP Cao su Sông Bé,Nguyên vật liệu,UPCoM,81396192
SBS,CTCP Chứng khoán SBS,Dịch vụ tài chính,UPCoM,146607600
SBT,CTCP Thành Thành Công - Biên Hòa,"Thực phẩm, đồ uống và thuốc lá",HOSE,617158147
SBV,CTCP Siam Brothers Việt Nam,Hàng tiêu dùng và trang trí,HOSE,27366476
SC5,CTCP Xây dựng Số 5,Tư liệu sản xuất,HOSE,14984550
SCC,CTCP Thương mại Đầu tư SHB,Nguyên vật liệu,UPCoM,4884900
SCD,CTCP Nước giải khát Chương Dương,"Thực phẩm, đồ uống và thuốc lá",UPCoM,8500000
SCG,CTCP Tập đoàn Xây dựng SCG,Tư liệu sản xuất,HNX,85000000
SCI,CTCP SCI E&C,Tư liệu sản xuất,HNX,25409847
SCJ,CTCP Xi măng Sài Sơn,Nguyên vật liệu,UPCoM,57839000
SCL,CTCP Sông Đà Cao Cường,Nguyên vật liệu,UPCoM,18660895
SCO,CTCP Công nghiệp Thủy sản,Phân phối và bán lẻ hàng lâu bền,UPCoM,4200000
SCR,CTCP Địa ốc Sài Gòn Thương Tín,Phát triển và quản lý bất động sản,HOSE,366356303
SCS,CTCP Dịch vụ Hàng hóa Sài Gòn,Vận tải,HOSE,50745700
SCY,CTCP Đóng tàu Sông Cấm,Tư liệu sản xuất,UPCoM,61968926
SD1,CTCP Sông Đà 1,Tư liệu sản xuất,UPCoM,5000000
SD2,CTCP Sông Đà 2,Tư liệu sản xuất,UPCoM,14423536
SD3,CTCP Sông Đà 3,Dịch vụ tiện ích,UPCoM,15999356
SD4,CTCP Sông Đà 4,Tư liệu sản xuất,UPCoM,10300000
SD5,CTCP Sông Đà 5,Tư liệu sản xuất,HNX,25999848
SD6,CTCP Sông Đà 6,Tư liệu sản xuất,UPCoM,34771611
SD7,CTCP Sông Đà 7,Tư liệu sản xuất,UPCoM,10600000
SD8,CTCP Sông Đà 8,Tư liệu sản xuất,UPCoM,2800000
SD9,CTCP Sông Đà 9,Tư liệu sản xuất,HNX,34234000
SDA,CTCP Simco Sông Đà,Dịch vụ chuyên biệt và thương mại,HNX,26206158
SDB,CTCP Sông Đà 207,Tư liệu sản xuất,UPCoM,11000000
SDC,CTCP Tư vấn Sông Đà,Dịch vụ chuyên biệt và thương mại,HNX,2609710
SDD,CTCP Đầu tư và Xây lắp Sông Đà,Tư liệu sản xuất,UPCoM,16007685
SDG,CTCP Sadico Cần Thơ,Nguyên vật liệu,HNX,10139997
SDJ,CTCP Sông Đà 25,Tư liệu sản xuất,UPCoM,4343700
SDK,CTCP Cơ khí Luyện kim,Tư liệu sản xuất,UPCoM,2600000
SDN,CTCP Sơn Đồng Nai,Nguyên vật liệu,HNX,3036436
SDP,CTCP SDP,Phân phối và bán lẻ hàng lâu bền,UPCoM,11114472
SDT,CTCP Sông Đà 10,Tư liệu sản xuất,UPCoM,42732311
SDU,CTCP Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,Phát triển và quản lý bất động sản,HNX,20000000
SDV,CTCP Dịch vụ Sonadezi,Dịch vụ chuyên biệt và thương mại,UPCoM,5000000
SDX,CTCP Phòng cháy Chữa cháy và Đầu tư Xây dựng Sông Đà,Tư liệu sản xuất,UPCoM,2250000
SDY,CTCP Xi măng Sông Đà Yaly,Nguyên vật liệu,UPCoM,4500000
SEA,Tổng Công ty Thủy sản Việt Nam - CTCP,"Thực phẩm, đồ uống và thuốc lá",UPCoM,125000000
SEB,CTCP Đầu tư và Phát triển Điện Miền Trung,Dịch vụ tiện ích,HNX,31999969
SED,CTCP Đầu tư và Phát triển Giáo dục Phương Nam,Truyền thông và giải trí,HNX,10000000
SEP,CTCP Tổng Công ty Thương mại Quảng Trị,"Thực phẩm, đồ uống và thuốc lá",UPCoM,8400000
SFC,CTCP Nhiên liệu Sài Gòn,Phân phối và bán lẻ hàng lâu bền,HOSE,11291459
SFG,CTCP Phân Bón Miền Nam,Nguyên vật liệu,HOSE,47897333
SFI,CTCP Đại lý Vận tải SAFI,Vận tải,HOSE,15753069
SFN,CTCP Dệt lưới Sài Gòn,Nguyên vật liệu,HNX,3000000
SGB,Ngân hàng TMCP Sài Gòn Công Thương,Tổ chức tín dụng,UPCoM,338799141
SGC,CTCP Xuất nhập khẩu Sa Giang,"Thực phẩm, đồ uống và thuốc lá",HNX,7147580
SGD,CTCP Sách Giáo dục tại Thành phố Hồ Chí Minh,Truyền thông và giải trí,HNX,4137000
SGH,CTCP Khách sạn Sài Gòn,Dịch vụ tiêu dùng,HNX,12364100
SGI,CTCP Đầu tư Phát triển Sài Gòn 3 Group,Hàng tiêu dùng và trang trí,UPCoM,75464700
SGN,CTCP Phục vụ Mặt đất Sài Gòn,Vận tải,HOSE,33581691
SGP,CTCP Cảng Sài Gòn,Vận tải,UPCoM,216294961
SGR,CTCP Tổng CTCP Địa ốc Sài Gòn,Phát triển và quản lý bất động sản,HOSE,60000000
SGS,CTCP Vận tải biển Sài Gòn,Vận tải,UPCoM,14420000
SGT,CTCP Công nghệ Viễn Thông Sài Gòn,Dịch vụ viễn thông,HOSE,74001914
SHA,CTCP Sơn Hà Sài Gòn,Hàng tiêu dùng và trang trí,HOSE,31853976
SHB,Ngân hàng TMCP Sài Gòn - Hà Nội,Tổ chức tín dụng,HOSE,3067383196
SHC,CTCP Hàng hải Sài Gòn,Vận tải,UPCoM,4309550
SHE,CTCP Phát triển Năng lượng Sơn Hà,Tư liệu sản xuất,HNX,11502516
SHG,Tổng Công ty cổ phần Sông Hồng,Tư liệu sản xuất,UPCoM,27000000
SHI,CTCP Quốc tế Sơn Hà,Nguyên vật liệu,HOSE,91425927
SHN,CTCP Đầu tư Tổng hợp Hà Nội,Phân phối và bán lẻ hàng lâu bền,HNX,129607147
SHP,CTCP Thủy điện Miền Nam,Dịch vụ tiện ích,HOSE,93710200
SHS,CTCP Chứng khoán Sài Gòn - Hà Nội,Dịch vụ tài chính,HNX,813156748
SID,CTCP Đầu tư Phát triển Sài Gòn Co.op,Phát triển và quản lý bất động sản,UPCoM,100000000
SIG,CTCP Đầu tư và Thương mại Sông Đà,Dịch vụ chuyên biệt và thương mại,UPCoM,10000000
SII,CTCP Hạ tầng Nước Sài Gòn,Dịch vụ tiện ích,UPCoM,64522104
SIP,CTCP Đầu tư Sài Gòn VRG,Phát triển và quản lý bất động sản,HOSE,90904146
SIV,CTCP SIVICO,Nguyên vật liệu,UPCoM,3012374
SJ1,CTCP Nông nghiệp Hùng Hậu,"Thực phẩm, đồ uống và thuốc lá",HNX,23485154
SJC,CTCP Sông Đà 1.01,Phát triển và quản lý bất động sản,UPCoM,7226082
SJD,CTCP Thủy điện Cần Đơn,Dịch vụ tiện ích,HOSE,68998620
SJE,CTCP Sông Đà 11,Tư liệu sản xuất,HNX,24168711
SJF,CTCP Đầu tư Sao Thái Dương,Nguyên vật liệu,HOSE,79200000
SJG,Tổng Công ty Sông Đà - CTCP,Tư liệu sản xuất,UPCoM,449537112
SJM,CTCP Sông Đà 19,Tư liệu sản xuất,UPCoM,5000000
SJS,CTCP SJ Group,Phát triển và quản lý bất động sản,HOSE,114855540
SKG,CTCP Tàu cao tốc Superdong - Kiên Giang,Vận tải,HOSE,63331735
SKH,CTCP Nước giải khát Sanest Khánh Hòa,"Thực phẩm, đồ uống và thuốc lá",UPCoM,16126740
SKN,CTCP Nước giải khát Sanna Khánh Hòa,"Thực phẩm, đồ uống và thuốc lá",UPCoM,5000000
SKV,CTCP Nước giải khát Yến sào Khánh Hòa,"Thực phẩm, đồ uống và thuốc lá",UPCoM,23000000
SLS,CTCP Mía Đường Sơn La,"Thực phẩm, đồ uống và thuốc lá",HNX,9791945
SMA,CTCP Thiết bị Phụ tùng Sài Gòn,Phân phối và bán lẻ hàng lâu bền,HOSE,20352836
SMB,CTCP Bia Sài Gòn - Miền Trung,"Thực phẩm, đồ uống và thuốc lá",HOSE,29846648
SMC,CTCP Đầu tư Thương mại SMC,Phân phối và bán lẻ hàng lâu bền,HOSE,60994691
SMN,CTCP Sách và Thiết bị Giáo dục Miền Nam,Truyền thông và giải trí,HNX,4405000
SMT,CTCP Sametel,Công nghệ phần cứng và thiết bị,HNX,5467432
SNC,CTCP Xuất nhập khẩu Thủy sản Năm Căn,"Thực phẩm, đồ uống và thuốc lá",UPCoM,5000000
SNZ,Tổng Công ty cổ phần Phát triển Khu Công nghiệp,Phát triển và quản lý bất động sản,UPCoM,376500000
SP2,CTCP Thủy điện Sử Pán 2,Dịch vụ tiện ích,UPCoM,20746000
SPB,CTCP Sợi Phú Bài,Hàng tiêu dùng và trang trí,UPCoM,13300087
SPC,CTCP Bảo vệ Thực vật Sài Gòn,Nguyên vật liệu,HNX,10530000
SPD,CTCP Xuất nhập khẩu Thủy sản Miền Trung,"Thực phẩm, đồ uống và thuốc lá",UPCoM,12000000
SPH,CTCP Xuất nhập khẩu Thủy sản Hà Nội,"Thực phẩm, đồ uống và thuốc lá",UPCoM,10000000
SPI,CTCP Spiral Galaxy,Nguyên vật liệu,HNX,16815000
SPM,CTCP SPM,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,14000000
SPV,CTCP Thủy Đặc sản,"Thực phẩm, đồ uống và thuốc lá",UPCoM,10800000
SQC,CTCP Khoáng sản Sài Gòn - Quy Nhơn,Nguyên vật liệu,UPCoM,110000000
SRA,CTCP Sara Việt Nam,Phân phối và bán lẻ hàng lâu bền,HNX,43199974
SRB,CTCP Tập đoàn Sara,Dịch vụ tiêu dùng,UPCoM,8500000
SRC,CTCP Cao su Sao Vàng,Xe và linh kiện,HOSE,28065765
SRF,CTCP SEAREFICO,Tư liệu sản xuất,HOSE,32495397
SRT,CTCP Vận tải Đường sắt Sài Gòn,Vận tải,UPCoM,50310000
SSB,Ngân hàng TMCP Đông Nam Á,Tổ chức tín dụng,HOSE,1208744208
SSC,CTCP Giống cây trồng Miền Nam,"Thực phẩm, đồ uống và thuốc lá",HOSE,0
SSF,CTCP Giáo dục G Sài Gòn,Hàng tiêu dùng và trang trí,UPCoM,3200000
SSG,CTCP Vận tải biển Hải Âu,Vận tải,UPCoM,5000000
SSH,CTCP Phát triển Sunshine Homes,Phát triển và quản lý bất động sản,UPCoM,375000000
SSI,CTCP Chứng khoán SSI,Dịch vụ tài chính,HOSE,657305104
SSM,CTCP Chế tạo kết cấu Thép Vneco.SSM,Nguyên vật liệu,HNX,5501024
SSN,CTCP Xuất nhập khẩu Thủy sản Sài Gòn,"Thực phẩm, đồ uống và thuốc lá",UPCoM,39600000
ST8,CTCP Tập đoàn ST8,Phân phối và bán lẻ hàng lâu bền,HOSE,25720902
STB,Ngân hàng TMCP Sài Gòn Thương Tín,Tổ chức tín dụng,HOSE,1885215716
STC,CTCP Sách và Thiết bị Trường học Thành phố Hồ Chí Minh,Truyền thông và giải trí,HNX,5665530
STG,CTCP Kho vận Miền Nam,Vận tải,HOSE,98253357
STH,CTCP Phát hành Sách Thái Nguyên,Phân phối và bán lẻ hàng lâu bền,UPCoM,19500000
STK,CTCP Sợi Thế Kỷ,Hàng tiêu dùng và trang trí,HOSE,70726944
STL,CTCP Sông Đà Thăng Long,Phát triển và quản lý bất động sản,UPCoM,15000000
STP,CTCP Công nghiệp Thương mại Sông Đà,Nguyên vật liệu,HNX,8045744
STS,CTCP Dịch vụ Vận tải Sài Gòn,Vận tải,UPCoM,2768221
STT,CTCP Vận chuyển Sài Gòn Tourist,Vận tải,UPCoM,8000000
STW,CTCP Cấp nước Sóc Trăng,Dịch vụ tiện ích,UPCoM,15863133
SVC,CTCP Dịch vụ Tổng hợp Sài Gòn,Phân phối và bán lẻ hàng lâu bền,HOSE,33320532
SVD,CTCP Đầu tư & Thương mại Vũ Đăng,Hàng tiêu dùng và trang trí,HOSE,12900000
SVG,CTCP Hơi Kỹ nghệ Que hàn,Hàng tiêu dùng và trang trí,UPCoM,29350000
SVH,CTCP Thủy điện Sông Vàng,Dịch vụ tiện ích,UPCoM,14820662
SVI,CTCP Bao bì Biên Hòa,Nguyên vật liệu,HOSE,12832437
SVN,CTCP Tập đoàn Vexilla Việt Nam,"Thực phẩm, đồ uống và thuốc lá",HNX,21000000
SVT,CTCP Công nghệ Sài Gòn Viễn Đông,Xe và linh kiện,HOSE,11579574
SWC,Tổng Công ty cổ phần Đường sông Miền Nam,Vận tải,UPCoM,67100000
SZB,CTCP Sonadezi Long Bình,Phát triển và quản lý bất động sản,HNX,30000000
SZC,CTCP Sonadezi Châu Đức,Phát triển và quản lý bất động sản,HOSE,100000000
SZE,CTCP Môi trường Sonadezi,Dịch vụ tiện ích,UPCoM,30000000
SZG,CTCP Sonadezi Giang Điền,Phát triển và quản lý bất động sản,UPCoM,54898000
SZL,CTCP Sonadezi Long Thành,Phát triển và quản lý bất động sản,HOSE,20000000
TA6,CTCP Đầu tư và Xây lắp Thành An 665,Tư liệu sản xuất,UPCoM,3000000
TA9,CTCP Xây lắp Thành An 96,Tư liệu sản xuất,HNX,12419787
TAL,CTCP Đầu tư Bất động sản Taseco,Phát triển và quản lý bất động sản,UPCoM,297000000
TAN,CTCP Cà phê Thuận An,"Thực phẩm, đồ uống và thuốc lá",UPCoM,1613690
TAR,CTCP Nông nghiệp Công nghệ cao Trung An,"Thực phẩm, đồ uống và thuốc lá",UPCoM,78319777
TAW,CTCP Cấp nước Trung An,Dịch vụ tiện ích,UPCoM,5000000
TB8,CTCP Sản xuất và Kinh doanh Vật tư Thiết bị - VVMI,Tư liệu sản xuất,UPCoM,1250000
TBC,CTCP Thủy điện Thác Bà,Dịch vụ tiện ích,HOSE,63500000
TBD,Tổng Công ty Thiết bị Điện Đông Anh - CTCP,Hàng tiêu dùng và trang trí,UPCoM,32486392
TBH,CTCP Tổng Bách Hóa,Phát triển và quản lý bất động sản,UPCoM,93117800
TBR,CTCP Địa ốc Tân Bình,Phát triển và quản lý bất động sản,UPCoM,8060000
TBT,CTCP Xây dựng Công trình Giao thông Bến Tre,Tư liệu sản xuất,UPCoM,1656470
TBW,CTCP Nước sạch Thái Bình,Dịch vụ tiện ích,UPCoM,9850000
TBX,CTCP Xi măng Thái Bình,Nguyên vật liệu,HNX,1510280
TCB,Ngân hàng TMCP Kỹ thương Việt Nam,Tổ chức tín dụng,HOSE,3504906230
TCD,CTCP Tập đoàn Xây dựng TRACODI,Tư liệu sản xuất,HOSE,82294590
TCH,CTCP Đầu tư Dịch vụ Tài chính Hoàng Huy,Phát triển và quản lý bất động sản,HOSE,399175744
TCI,CTCP Chứng khoán Thành Công,Dịch vụ tài chính,HOSE,0
TCJ,CTCP Tô Châu,"Thực phẩm, đồ uống và thuốc lá",UPCoM,10000000
TCK,Tổng Công ty Cơ khí Xây dựng - CTCP,Tư liệu sản xuất,UPCoM,23850000
TCL,CTCP Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,Vận tải,HOSE,30158436
TCM,CTCP Dệt may - Đầu tư - Thương mại Thành Công,Hàng tiêu dùng và trang trí,HOSE,71360808
TCO,CTCP TCO Holdings,Vận tải,HOSE,18711000
TCR,CTCP Công nghiệp Gốm sứ Taicera,Nguyên vật liệu,HOSE,10373190
TCT,CTCP Cáp treo Núi Bà Tây Ninh,Vận tải,HOSE,12788000
TCW,CTCP Kho Vận Tân Cảng,Vận tải,UPCoM,19991020
TDB,CTCP Thủy điện Định Bình,Dịch vụ tiện ích,UPCoM,8230000
TDC,CTCP Kinh doanh và Phát triển Bình Dương,Phát triển và quản lý bất động sản,HOSE,100000000
TDF,CTCP Trung Đô,Nguyên vật liệu,UPCoM,30000000
TDG,CTCP Đầu tư TDG Global,Phân phối và bán lẻ hàng lâu bền,HOSE,16770000
TDH,CTCP Phát triển Nhà Thủ Đức,Phát triển và quản lý bất động sản,HOSE,112652767
TDM,CTCP Nước Thủ Dầu Một,Dịch vụ tiện ích,HOSE,100000000
TDP,CTCP Thuận Đức,Nguyên vật liệu,HOSE,53759837
TDS,CTCP Thép Thủ Đức - VNSTEEL,Nguyên vật liệu,UPCoM,12225393
TDT,CTCP Đầu tư và Phát triển TDT,Hàng tiêu dùng và trang trí,HNX,23896534
TDW,CTCP Cấp nước Thủ Đức,Dịch vụ tiện ích,HOSE,8500000
TED,Tổng Công ty tư vấn thiết kế giao thông vận tải - CTCP,Tư liệu sản xuất,UPCoM,12500000
TEG,CTCP Năng lượng và Bất động sản Trường Thành,Phát triển và quản lý bất động sản,HOSE,32383642
TEL,CTCP Phát triển Công trình Viễn thông,Tư liệu sản xuất,UPCoM,5000000
TET,CTCP Vải sợi May mặc Miền Bắc,Hàng tiêu dùng và trang trí,HNX,5702940
